"text","risk_level","clause_type","one_sided","jurisdiction","contract_type","notes"
"The Contractor shall repay all amounts received under interim certificates if the final account shows the total certified was overpaid, with interest at 8% above base rate.","high","payment","true","UK","JCT","Retroactive overpayment recovery with punitive interest; creates cash flow uncertainty throughout project."
"Notwithstanding any other provision, the Project Manager issues a Completion Certificate when the Contractor has done all the work necessary to complete the works.","low","delay","false","UK","NEC4","Completion certification; standard milestone."
"Notwithstanding any other provision, the Employer shall provide the Contractor with access to borehole water on site at no charge for construction use.","low","site_conditions","false","ZW","bespoke","Employer-provided site water; reduces contractor's site overhead."
"Without limiting the generality of the foregoing, the Employer may withhold payment of any certified sum provided it issues a Pay Less Notice not later than the prescribed period before the final date for payment.","medium","payment","false","UK","JCT","HGCRA-compliant pay less notice mechanism; contractor has clear right to challenge."
"Without limiting the generality of the foregoing, sub-contracting of portions of the Works exceeding 25% of the Contract Sum requires prior written consent from the Employer's Agent.","medium","administrative","false","UK","JCT","Sub-contracting threshold consent requirement is commercially acceptable."
"For the avoidance of doubt, where the Employer terminates for convenience, the Contractor is entitled to Defined Cost of work done, profit on work done, and a fee for breaking subcontracts.","opportunity","termination","false","UK","NEC4","Termination for convenience with full cost recovery including profit; standard NEC4 R21 entitlement."
"The Contractor shall be liable for consequential, indirect and economic loss suffered by the Employer arising out of any breach, delay or defect, without financial cap.","high","indemnity","true","UK","JCT","Uncapped consequential loss liability is commercially unacceptable and uninsurable."
"For the avoidance of doubt, the Engineer may issue a Taking-Over Certificate when the Works are substantially complete.","low","delay","false","ZW","FIDIC","Taking-over certification; milestone trigger for risk transfer."
"This contract is a NEC4 Engineering and Construction Contract.","neutral","administrative","false","UK","NEC4","Contract identification clause."
"For the avoidance of doubt, the Defects Liability Period shall be 12 months from the date of Practical Completion during which the Contractor shall rectify defects notified by the Employer within 21 days.","medium","warranty","false","UK","JCT","Standard DLP provision; 21-day notice-to-rectify window is reasonable."
"This contract is a NEC4 Engineering and Construction Contract.","neutral","administrative","false","UK","NEC4","Contract identification clause."
"Subject to the terms of this Contract, the Contract shall be governed by the law of Zimbabwe and any disputes shall be subject to the jurisdiction of Zimbabwean courts.","low","administrative","false","ZW","bespoke","Governing law and jurisdiction; standard for Zimbabwe contracts."
"SECTION 4 – TESTING AND DEFECTS","neutral","administrative","false","UK","NEC4","NEC4 section heading."
"On any termination, the Employer shall pay the Contractor within 28 days for all work properly executed and materials delivered to site.","low","termination","false","ZW","bespoke","Payment on termination obligation; standard and reasonable."
"Any provision of this Contract found to be void or unenforceable shall be severed without affecting the remaining provisions.","neutral","administrative","false","UK","JCT","Severability clause; standard boilerplate."
"Without limiting the generality of the foregoing, the Contractor shall not be entitled to any uplift on the rates and prices in the Contract Bills for any variation, regardless of the nature, complexity or volume of the varied work.","high","variation","true","UK","JCT","Fixed-rate variations with no uplift for changed conditions; erodes contractor margin on complex variations."
"Without limiting the generality of the foregoing, the Contractor shall be entitled to an extension of time for completion of the Works where completion is or is likely to be delayed by a Relevant Event.","low","delay","false","UK","JCT","Standard EOT entitlement clause; contractor protected for specified relief events."
